"open","close","high","low","volume","start"
7287.43,7280.7,7290.01,7272.29,76.63238195000001,1536051000
7280.71,7300.21,7300.99,7280.7,48.42446377000002,1536054600
7300.21,7325,7325.01,7300.2,219.02738611000004,1536058200
7325,7357,7387,7321.25,691.4535526600001,1536061800
7356.99,7360,7372.92,7330.79,424.28453891,1536065400
7359.99,7373.69,7387.42,7359.48,444.8769622500001,1536069000
7373.7,7364.99,7373.7,7350.5,550.3918871999999,1536072600
7365,7357.99,7368.07,7350,376.40311363999996,1536076200
7357.99,7370.69,7384,7357.99,589.7442151499998,1536079800
7370.7,7349.88,7402.5,7334,984.2574609100002,1536083400
7349.88,7346.19,7360.18,7333,524.29477949,1536087000
7345.6,7356.97,7357.63,7339.82,299.26592877,1536090600
7356.98,7365.08,7373.02,7354.99,300.0144334100001,1536094200
7365.09,7350.01,7365.09,7345.57,247.17198205000008,1536097800
7350.01,7365,7365,7345.99,260.40091355000004,1536101400
7364.99,7368.03,7368.03,7355.11,174.68004204,1536105000
7368.03,7384,7384,7365.01,255.17710380999998,1536108600
7384,7377,7384,7372,168.07538878999998,1536112200
7377,7368,7378.5,7366.39,184.96433002999999,1536115800
7368,7353,7370,7350,215.61663,1536119400
7353,7363,7364.27,7352.99,115.00677642000004,1536123000
7363,7369.01,7370,7358.06,153.34056359000004,1536126600
7369,7361.01,7371,7358,84.14999556999999,1536130200
7361.01,7365.01,7380,7361,85.68653436000001,1536133800
7365.01,7343.94,7371.59,7343.94,154.40265770999997,1536137400
7343.95,7110,7343.95,7091.8,2528.2234091499986,1536141000
7110,6961.99,7110,6903.05,2122.2769991100004,1536144600
6961.99,6971.64,7025,6958,676.2149093800001,1536148200
6971.64,7014.63,7014.63,6971.63,603.16571705,1536151800
7014.62,6985.78,7043.93,6985.78,892.3730601999997,1536155400
6985.79,6958.15,7011.97,6931.01,867.4285822800005,1536159000
6958.75,6899.99,6990.3,6856.71,917.4756711800001,1536162600
6899.99,6916.39,6931.07,6837.66,1403.4039335799996,1536166200
6916.46,6915,6930,6900,410.52507417999993,1536169800
6914.99,6916,6923.14,6882.63,476.09290812000006,1536173400
6916,6936,6936,6899,333.97432728000007,1536177000
6936,6925.57,6985,6914.14,490.16583522,1536180600
6925.57,6899.71,6934.99,6860.06,635.8148631400003,1536184200
6899.71,6685.01,6911,6677.14,1785.0072938499998,1536187800
6685,6354.99,6703.73,6272.73,5341.823782669998,1536191400
6355,6401,6456.84,6345.01,2044.9184555099994,1536195000
6401,6430.01,6490.13,6399.46,1020.6711726000007,1536198600
6430.01,6393.86,6445,6391,546.7706913999998,1536202200
6393.86,6432.64,6448.97,6393.86,388.0081633699997,1536205800
6432.64,6352,6435.07,6338,855.9515721699998,1536209400
6352.01,6405.01,6425,6352.01,361.80725938,1536213000
6405.01,6421.57,6425,6381.19,217.73083798999994,1536216600
6421.57,6429.71,6429.71,6394,263.77819909000004,1536220200
6429.71,6353.06,6432,6286.5,907.4764568100003,1536223800
6353.34,6355.9,6396,6353.34,262.22983013999993,1536227400
6354.01,6405.59,6416.32,6348.58,515.3474805399998,1536231000
6405.59,6403.64,6414,6376.18,293.26768835999997,1536234600
6403.65,6469.46,6491.24,6377.71,809.8005527600002,1536238200
6469.46,6449.99,6497.96,6443.13,744.89098668,1536241800
6450,6413.74,6466.18,6391.01,840.9211723500005,1536245400
6413.74,6431.27,6433.99,6390,607.16624518,1536249000
6431.27,6407,6431.27,6402,501.7153033799999,1536252600
6407,6427.01,6436.43,6329.41,925.5057280999993,1536256200
6427,6454,6454,6410,350.84590421000007,1536259800
6453.99,6444.04,6460,6421.12,270.95415692,1536263400
6444.04,6436,6455,6426.46,477.79437083999983,1536267000
6436,6443.38,6445,6425,249.13041969000005,1536270600
6443.38,6501.92,6530,6443.38,597.5664296600002,1536274200
6501.92,6472.99,6501.92,6459.15,449.27048657000006,1536277800
6472.99,6506.19,6506.21,6469.21,317.68205209,1536281400
6506.19,6497.71,6529,6497.7,456.1234980699998,1536285000
6497.71,6500.01,6507.93,6478.49,236.85350633999985,1536288600
6500,6486.45,6500.01,6475,183.35716361000004,1536292200
6486.45,6505.23,6507,6480.86,104.22642433999998,1536295800
6505.23,6482.51,6530,6482.5,304.7691496199999,1536299400
6482.51,6479.2,6484.6,6467.5,189.6790625700001,1536303000
6479.2,6443.92,6485.01,6440,324.1988432400001,1536306600
6443.93,6460.75,6461.75,6434.09,111.62006029999995,1536310200
6460.75,6376.93,6460.75,6325,670.7253519200003,1536313800
6376.93,6371.42,6392.39,6351,529.6347171200001,1536317400
6371.41,6425,6442.02,6365,210.85805168000002,1536321000
6425,6440.55,6446.57,6415,194.87494490999998,1536324600
6440.55,6440.37,6478.91,6422.41,254.1167675399999,1536328200
6440.37,6429.78,6440.37,6407.7,442.8380330099999,1536331800
6429.76,6448.01,6485,6360,987.4785093000002,1536335400
6446.8,6397.51,6449.15,6386,468.39435235999997,1536339000
6397.52,6421.6,6428.68,6397.51,415.3970399699998,1536342600
6421.59,6429,6429,6405,217.36364560999994,1536346200
6429,6438.1,6439.65,6415,209.1575033799999,1536349800
6438.1,6435,6442.58,6428.02,244.13152058999998,1536353400
6435,6415.67,6435.01,6399.01,526.4727055800012,1536357000
6415.67,6411.51,6420,6382.19,375.6038709200003,1536360600
6411.51,6431.5,6441.11,6392.03,207.08183677999997,1536364200
6431.51,6424.13,6441,6422.3,200.85187592,1536367800
6424.14,6435.44,6442.56,6422.31,146.28095521000006,1536371400
6435.43,6414,6444.65,6410.69,179.0339839300001,1536375000
6414,6422.12,6423.63,6405.69,115.99219518999996,1536378600
6422.11,6429.91,6432.95,6416.31,64.06809928000001,1536382200
6429.91,6440.66,6448,6429.9,179.96347923000002,1536385800
6440.66,6437.44,6441.82,6430,60.8391703,1536389400
6437.45,6451.01,6460,6437.44,91.53702520999998,1536393000
6451,6456.07,6460,6439.07,52.66811805,1536396600
6456.06,6447.56,6457.18,6444.13,39.36069916999999,1536400200
6447.55,6431,6450,6428.43,51.62543859,1536403800
6431,6413,6437.75,6365.1,455.11334505999986,1536407400
6412.99,6417.39,6423.29,6393.09,115.96778046000003,1536411000
6417.28,6405.47,6420,6395.01,153.43877530999995,1536414600
6405.47,6416.19,6429.95,6390,218.25440229000006,1536418200
6415.84,6416.43,6430,6410,143.07338558999996,1536421800
6416.42,6195.14,6416.91,6150,1620.6680714799973,1536425400
6195.15,6170.01,6228.33,6125,1432.7679836700004,1536429000
6170.01,6188.89,6200,6165,535.4516846999998,1536432600
6188.89,6154,6189.27,6116,597.0887698899998,1536436200
6154,6179.97,6184.98,6143,325.83149283999995,1536439800
6177.74,6176.91,6200,6165.71,287.13088609,1536443400
6176.91,6189.51,6196.99,6169.27,279.4391159,1536447000
6189.51,6183.93,6192.76,6166.89,226.17886869000006,1536450600
6183.94,6195,6195,6179.11,217.09858288999996,1536454200
6195,6185,6200,6176.31,289.7265115099999,1536457800
6184.99,6171.54,6185,6147,470.7319154899993,1536461400
6171.54,6184.18,6195.48,6171.53,284.9450173200001,1536465000
6184.18,6181.19,6184.52,6169.67,178.76906613,1536468600
6181.19,6188.37,6193.28,6181.18,93.41486090000002,1536472200
6188.38,6190,6190,6172.01,116.30815496000002,1536475800
6189.99,6191.05,6196,6183.28,96.72302778000001,1536479400
6191.06,6399.99,6450,6186.96,1028.1797056799999,1536483000
6400,6373.49,6400.01,6370,133.85304985,1536486600
6373.49,6369.32,6379.28,6361,105.11283307999994,1536490200
6369.31,6391.2,6396,6364.73,101.09682049,1536493800
6391.2,6401.01,6431.79,6390,262.8419896600002,1536497400
6402.71,6380.01,6414,6380,284.14232158,1536501000
6380.01,6377.08,6384.01,6367.28,150.65218186,1536504600
6378.85,6377.18,6381.93,6368,222.39093438,1536508200
6377.18,6380.06,6381.01,6368,133.05237022999998,1536511800
6380.06,6381.99,6392.76,6371.01,189.3206817700001,1536515400
6381.99,6387,6388,6374.7,132.53784731,1536519000
6387,6386.18,6395.88,6381.11,136.90654405999996,1536522600
6386.17,6381.65,6390,6380,143.92163953999997,1536526200
6381.64,6253.38,6381.65,6212,989.2625616699999,1536529800
6253.38,6255.38,6278.81,6233.13,365.8709725799999,1536533400
6255.38,6253.2,6262.9,6230.67,412.27445538000006,1536537000
6253.2,6331.8,6375.13,6247.78,707.9540476400003,1536540600
6331.79,6317,6333.61,6311,262.0804353400001,1536544200
6316.99,6303,6317,6290.78,135.27021235,1536547800
6303,6301.05,6308,6284.77,134.82057746000004,1536551400
6301.05,6285,6301.06,6277.09,163.00059494000004,1536555000
6284.99,6298,6298,6278.97,252.0270437000001,1536558600
6297.99,6309.76,6321.57,6297.99,226.92866525999997,1536562200
6309.75,6299.99,6321.5,6299,99.22642204000003,1536565800
6299.99,6287.69,6300,6238.86,334.71436310000007,1536569400
6286.68,6285,6289.98,6247.16,106.89382712000001,1536573000
6285,6298.94,6306,6272.99,160.58122715,1536576600
6298.94,6297.2,6304,6282.9,167.18229513999998,1536580200
6297.2,6292.99,6304,6272.17,211.38984216999998,1536583800
6292.99,6299.01,6341.21,6289.07,480.54430245000026,1536587400
6299.01,6295,6304.8,6278,296.7470180700001,1536591000
6294.99,6283.01,6295,6267.27,374.4746650399999,1536594600
6283,6266,6283,6221.49,606.5546178700001,1536598200
6265.81,6273.58,6273.58,6250,296.46639666999994,1536601800
6273.58,6278.01,6295,6266.76,519.4506615800002,1536605400
6278,6280.04,6289.99,6269.14,275.17351763999983,1536609000
6280.03,6298.99,6299.99,6280,275.4844419800001,1536612600
6298.99,6285.65,6298.99,6267.4,203.21881577999994,1536616200
6285.65,6294.84,6297.42,6279.01,217.78068427999986,1536619800
6294.85,6307.45,6340,6286.33,543.6797813999996,1536623400
6307.45,6323.3,6333.14,6306.99,347.07490262,1536627000
6323.3,6353.11,6405,6323,749.9209728000004,1536630600
6353.1,6367.44,6369.4,6349.1,225.95112366999996,1536634200
6367.43,6327.61,6367.44,6323.49,180.23669300999998,1536637800
6327.62,6330.17,6332.47,6312,121.44350010999996,1536641400
6330.16,6335.97,6338.47,6321.38,87.09065104999998,1536645000
6335.96,6310.43,6335.97,6300.24,144.3717138600001,1536648600
6310.44,6307.86,6315,6296,93.08872058000001,1536652200
6307.87,6325.95,6328.82,6307.86,76.97814318,1536655800
6325.95,6320.01,6334.7,6306.18,83.90760982,1536659400
6320,6266.01,6320.08,6242.79,375.0758011099999,1536663000
6266,6273.78,6280,6257.81,176.84206748999998,1536666600
6273.78,6274.38,6292.25,6265.05,189.84293570999995,1536670200
6274.38,6269.57,6285,6257.95,228.35032428000008,1536673800
6269.57,6237.5,6269.57,6176.76,1055.3733466500005,1536677400
6237.49,6249.8,6262.68,6235.57,339.9691318800001,1536681000
6249.81,6242.44,6260,6228.13,357.7285729799999,1536684600
6242.45,6235,6245,6194.38,565.8442959499996,1536688200
6235,6255.85,6255.85,6230,546.71432061,1536691800
6255.86,6249.31,6271.94,6239.1,429.83582287000036,1536695400
6246.14,6282.27,6287,6236,315.2573203699998,1536699000
6282.28,6293.74,6307.77,6282.27,248.80139683999997,1536702600
6293.75,6268.36,6294.94,6267.87,175.71161410000005,1536706200
6268.87,6264.01,6287,6264,192.091014,1536709800
6264.01,6268.39,6268.4,6254.66,260.14136326000005,1536713400
6268.39,6250,6268.4,6236.57,295.3956379499999,1536717000
6249.99,6237.77,6255,6223.74,318.71031649,1536720600
6237.76,6268.89,6277.91,6235,212.10089183999997,1536724200
6268.89,6283.3,6290,6259.99,182.44893857000002,1536727800
6283.3,6254.22,6283.3,6248.82,128.60105174999998,1536731400
6254.22,6242.9,6260,6232.85,138.19183564000002,1536735000
6242.89,6221.08,6246.11,6191.1,338.7986602700001,1536738600
6221.08,6235.56,6250,6221.08,172.98508465999998,1536742200
6235.57,6235.56,6255,6235.04,162.71638410999995,1536745800
6235.56,6238.44,6239.37,6210.03,262.54725153000004,1536749400
6238.45,6247,6274.87,6226.34,389.5665459400002,1536753000
6246.42,6273.84,6273.84,6245.29,283.7519667199999,1536756600
6273.83,6274.85,6283.41,6250.64,376.20455897999983,1536760200
6274.86,6254.41,6277.99,6249,273.87280294999994,1536763800
6254.41,6260,6274.39,6252.77,284.5603532199999,1536767400
6260,6286.54,6298.45,6254.54,569.1012549200003,1536771000
6286.54,6303.01,6340.94,6271.03,753.0075331700003,1536774600
6303.01,6299.99,6322.19,6287.19,566.99140411,1536778200
6299.99,6298.47,6311.17,6289,357.89975981000003,1536781800
6298.67,6305.52,6323.78,6296.39,316.89392753,1536785400
6305.51,6313.99,6317.94,6295,304.08887514000014,1536789000
6313.99,6330.6,6335.66,6313.98,254.8420008299999,1536792600
6330.6,6400,6434,6320,1384.7980297900008,1536796200
6400.01,6394.8,6408.81,6383.1,332.98572538999997,1536799800
6394.8,6389,6397.3,6379,215.31845894999995,1536803400
6389,6387.43,6400,6377.9,201.69631433999993,1536807000
6387.42,6404.44,6405.78,6381.3,194.58423191999998,1536810600
6404.06,6371,6404.06,6369.11,271.9862996499999,1536814200
6371.28,6380.99,6388.56,6371.27,127.78550545000003,1536817800
6381,6384.99,6392.78,6380,71.30526382999999,1536821400
6385,6402,6420.85,6381.75,247.97350049000005,1536825000
6402,6428.7,6488.62,6402,701.6034505499998,1536828600
6428.69,6433.76,6457.36,6426.49,204.81907638999994,1536832200
6433.76,6447.94,6454.3,6425,266.55824311000003,1536835800
6447.94,6451.01,6478.61,6431.96,535.37464149,1536839400
6451.01,6486.89,6500,6450,624.3460000500002,1536843000
6486.88,6500.01,6530,6486.88,560.1597512799999,1536846600
6500,6485,6500.01,6471,465.9217146900002,1536850200
6485,6509,6523.84,6480,514.4482332799998,1536853800
6509,6499,6520,6485,469.90724615000005,1536857400
6499,6489.18,6505,6482.95,398.52869770000007,1536861000
6489.17,6448.01,6490.64,6433.84,511.7186005099998,1536864600
6448,6462.33,6467.69,6410,477.04680203000015,1536868200
6462.34,6459.38,6467.17,6441.93,340.87422081,1536871800
6459.38,6489.73,6500.02,6456.75,337.8666861000002,1536875400
6489.73,6488.11,6513.32,6474,365.9212183699999,1536879000
6488.11,6471.65,6496.98,6456,219.39070799999993,1536882600
6470.01,6481.32,6494,6457.43,197.50294901000007,1536886200
6481.99,6555,6564.25,6480,803.4022878499999,1536889800
6555,6566.24,6579,6532,402.77405669,1536893400
6566.23,6544,6566.24,6540,197.81499774999997,1536897000
6544,6566.01,6567.15,6538,131.25083858000002,1536900600
6566.01,6550,6566.01,6544,115.66856508999999,1536904200
6550,6558,6580,6549.99,148.30981814,1536907800
6558.01,6524,6561,6504.79,339.91660165,1536911400
6524.54,6434.91,6524.54,6378.05,978.8131898299997,1536915000
6434.92,6444.39,6459.58,6425.26,163.92774490999994,1536918600
6444.4,6471.88,6477.39,6440,170.32183363999997,1536922200
6471.88,6444.76,6475,6444.75,185.49020633000003,1536925800
6444.75,6456,6467,6426.71,242.93978878000001,1536929400
6456,6440.13,6456,6432.39,233.29776041,1536933000
6440.14,6470.36,6475,6438.08,347.4069114699999,1536936600
6468.21,6504.04,6516.41,6468,516.6196532000001,1536940200
6504.04,6489.24,6514.56,6470,286.5774644800001,1536943800
6485.53,6469.32,6490,6464.06,238.03933789,1536947400
6469.32,6521.68,6522.31,6467,400.2448487600002,1536951000
6521.69,6523.1,6544.8,6501.17,517.26025561,1536954600
6523.1,6527.05,6545.53,6523,298.00910946000005,1536958200
6526.76,6531.44,6535,6500,225.2593414899999,1536961800
6531.44,6494.01,6531.44,6468,334.63488684999965,1536965400
6494.01,6483,6500,6475,144.37308956,1536969000
6483,6515,6515,6482.79,215.2257519700001,1536972600
6515,6516.99,6520,6506.77,104.76465973999997,1536976200
6516.99,6489.35,6516.99,6480.22,128.47092468,1536979800
6489.35,6497.37,6500.01,6488.51,88.30465485999999,1536983400
6497.37,6483.36,6513.67,6482.4,103.28273376000008,1536987000
6483.37,6487.46,6491.86,6470,91.04309381999998,1536990600
6487.45,6499.08,6499.08,6480,45.34490313,1536994200
6499.08,6524,6528,6499.07,102.92154715000002,1536997800
6523.99,6518.78,6523.99,6512.99,80.1341147,1537001400
6518.79,6522.48,6550,6518.78,138.51224954999972,1537005000
6522.48,6519.17,6523,6499.9,84.40931921999997,1537008600
6519.16,6529.99,6530.11,6517.39,70.10679551,1537012200
6529.99,6552.16,6560,6519.18,171.76378714999998,1537015800
6552.16,6538.06,6565,6538.05,272.47712680999996,1537019400
6538.06,6530,6546,6522,263.29844105999996,1537023000
6529.99,6550.83,6556.5,6529.52,153.09631453000003,1537026600
6550.82,6550.68,6557,6532,184.30056828000002,1537030200
6550.69,6530.08,6550.69,6530.01,168.40775883999996,1537033800
6530.08,6529.4,6530.08,6512.66,230.56511214000005,1537037400
6529.41,6520.07,6536.4,6512.76,137.55835477000008,1537041000
6518.78,6499,6534,6479.36,255.86576576999997,1537044600
6499,6532.01,6532.56,6498.4,96.98400079000001,1537048200
6532,6529.75,6532.01,6516.71,91.82384372,1537051800
6529.75,6506.94,6529.75,6502.5,88.20096805,1537055400
6507.04,6495.54,6515.56,6495.54,103.99256591000002,1537059000
6495.55,6491,6500,6480.77,146.26412175,1537062600
6490.99,6486.56,6499.76,6486.32,163.58101449999998,1537066200
6486.56,6444.13,6488.48,6323.68,1121.507420389999,1537069800
6444.14,6470.81,6470.82,6444.12,94.82548455999998,1537073400
6470.82,6463.85,6470.82,6458.01,41.15681613999999,1537077000
6463.84,6450.54,6465.35,6448,40.811467539999995,1537080600
6450.53,6482.61,6500,6443.56,87.9233234,1537084200
6482.61,6489.1,6490,6478.57,33.91425156,1537087800
6489.1,6497.99,6499.99,6478.17,42.38532828,1537091400
6497.99,6497.01,6515,6496.11,105.43946079,1537095000
6497.01,6498,6498,6482.41,52.20064013999998,1537098600
6498,6481,6507.05,6480,94.10469628999995,1537102200
6480.99,6462.83,6486.99,6459.44,105.65869309000001,1537105800
6462.83,6475,6480.41,6462.82,88.60616208999997,1537109400
6478.81,6478.02,6490,6474.07,110.65626647,1537113000
6478.03,6460.73,6489.99,6411.44,221.95910948999995,1537116600
6460.73,6481.27,6489.93,6460.72,123.30829443,1537120200
6481.27,6491.7,6505.1,6480,208.93761343999995,1537123800
6491.7,6502,6509,6491.69,126.28377149000003,1537127400
6502.01,6499.01,6502.25,6490,91.12250130000004,1537131000
6499.01,6489,6499.01,6481,117.02737959000001,1537134600
6489.01,6496.99,6502.95,6487,110.90701542999997,1537138200
6496.99,6524.16,6529.75,6494.11,308.19064426,1537141800
6524.16,6519.99,6528,6510.28,123.03272397999999,1537145400
6519.99,6519.98,6522,6510.81,262.8814566100002,1537149000
6519.98,6512.43,6519.99,6501.01,260.50836085,1537152600
6512.43,6488.65,6514.36,6465,323.0112771900001,1537156200
6488.65,6484.97,6488.65,6459.54,125.61733227999996,1537159800
6484.66,6484.99,6485,6470.83,78.83006958999998,1537163400
6485,6477.49,6485,6463,80.98153581999998,1537167000
6477.49,6466.57,6477.5,6460.4,86.59363707,1537170600
6466.57,6492.69,6501.08,6412.84,414.83085975999984,1537174200
6492.69,6475.4,6498.04,6475.39,145.69638607,1537177800
6475.39,6466.21,6484.24,6460.87,149.96835575000003,1537181400
6466.21,6450.01,6472.85,6436,250.39968514999998,1537185000
6450.01,6435,6450.64,6428.11,187.26247005999997,1537188600
6435,6343.4,6435,6307,1895.0181614400008,1537192200
6342.67,6245.86,6351.23,6224.88,1227.3129258000001,1537195800
6245.87,6276.11,6289.8,6245.86,582.45560346,1537199400
6276.11,6283.57,6283.58,6255.84,425.7258653899999,1537203000
6283.58,6282.01,6314.03,6282.01,412.5662451699999,1537206600
6282.01,6284.43,6303.94,6275,223.43122586999996,1537210200
6284.44,6227.16,6287.16,6207.55,981.7950032700002,1537213800
6227.16,6242.01,6247.19,6211.1,278.67415615,1537217400
6242.01,6257.69,6264.23,6225,263.21227493000004,1537221000
6257.69,6260.01,6268.7,6245.05,221.89907546999996,1537224600
6260,6253.91,6260.01,6228,221.8367911699999,1537228200
6253.9,6252.69,6255,6243.63,161.15198582,1537231800
6252.69,6243.67,6252.69,6230.64,169.79740077999998,1537235400
6243.67,6243.18,6250.07,6233.37,194.27739860000003,1537239000
6243.17,6243.19,6251.52,6236,218.24191114999996,1537242600
6243.2,6261,6275,6243.19,203.31977053999995,1537246200
6260.99,6264.68,6275,6260.99,108.62463224999999,1537249800
6264.67,6266.91,6270,6264.67,72.19117573000004,1537253400
6266.91,6265.95,6280,6255,244.42669339,1537257000
6265.94,6250.47,6265.95,6235.36,190.38313542000006,1537260600
6250.48,6244.57,6258.73,6244.56,109.12834494,1537264200
6244.56,6270.22,6270.22,6236.72,172.75135021999998,1537267800
6270.21,6314.15,6332,6267.89,474.2544794400002,1537271400
6314.16,6355.46,6375,6314.15,395.50338681,1537275000
6355.46,6369.19,6369.99,6350.51,309.7343811200001,1537278600
6369.19,6346.26,6384.04,6340.71,400.69708323000003,1537282200
6346.25,6348.21,6360.81,6345,334.0443665300002,1537285800
6348.2,6320,6348.21,6307.32,346.73404695,1537289400
6320.01,6326.76,6336.39,6309.17,362.98508752999976,1537293000
6326.76,6328.01,6333,6318.1,282.77634565,1537296600
6328,6323.23,6329,6290.1,430.3049846899999,1537300200
6323.23,6324.81,6329,6310,261.37731928999995,1537303800
6324.79,6347.01,6358.63,6320,337.7841984700001,1537307400
6347,6340.26,6349.98,6329.99,146.50221735999995,1537311000
6340.25,6310.36,6345.88,6310.35,158.02229685,1537314600
6310.35,6339.79,6341.69,6310.35,225.74104644999997,1537318200
6339.79,6336.9,6344.54,6321,209.56610104000006,1537321800
6336.9,6328.28,6352,6325.01,245.63880946999993,1537325400
6328.28,6328.95,6350.78,6325,185.36425095000007,1537329000
6328.96,6344.03,6345.7,6327.92,64.23718506,1537332600
6344.03,6339.17,6345,6330.73,99.88892227000004,1537336200
6339.17,6346.48,6350,6318.5,365.2415076400002,1537339800
6346.48,6339.98,6355,6339.98,67.43153953999999,1537343400
6339.98,6326.91,6339.98,6290.44,177.91883104999997,1537347000
6326.91,6322.08,6330,6314.35,69.39466208999998,1537350600
6322.09,6276.42,6324.07,6268.17,195.73568647999997,1537354200
6276.42,6286.81,6298.96,6258,279.75414335,1537357800
6286.81,6291.62,6295,6280.66,188.64760679999995,1537361400
6291.62,6325,6342.32,6279.57,292.16097710999986,1537365000
6325,6327.12,6339,6316.75,264.9900309199999,1537368600
6327.12,6330.47,6331.17,6319,149.31646852999995,1537372200
6330.47,6322,6337.06,6316.49,209.16192399,1537375800
6322,6239,6322,6203.19,859.6025500799997,1537379400
6238.99,6413.35,6511,6106.37,4832.6167482599985,1537383000
6413.34,6434.53,6459,6405,823.7381617,1537386600
6434.53,6393.26,6444.81,6381.9,318.20644121999993,1537390200
6393.26,6375.05,6399.99,6365,280.91272395,1537393800
6375.06,6378.94,6388.5,6369.19,171.91817133,1537397400
6378.94,6414,6414.11,6374.47,193.70544693000008,1537401000
6414,6399.9,6417.54,6396.05,196.49042672,1537404600
6399.9,6389.7,6406.38,6381.91,144.13020855000002,1537408200
6389.7,6398.75,6405.1,6381.91,162.55631382000004,1537411800
6398.75,6392.94,6403,6390.8,141.30134428000002,1537415400
6392.94,6390.8,6392.94,6380,113.67995716999998,1537419000
6390.81,6397.01,6402.82,6385.4,86.98513704999999,1537422600
6397.01,6406.07,6407,6394.69,65.86101636999999,1537426200
6406.07,6388,6407.89,6371.58,262.42603397000005,1537429800
6387.99,6386.99,6388.51,6378.15,51.790583270000006,1537433400
6386.99,6398,6398,6386,99.71728456000002,1537437000
6397.99,6412.74,6425,6397.99,299.41747229,1537440600
6412.75,6425.01,6445.55,6412.74,241.17543075999987,1537444200
6425.01,6420,6425.01,6399.01,210.57996340999998,1537447800
6420,6419.98,6424.68,6412.99,197.2196194199999,1537451400
6419.98,6407.85,6420,6400,279.6385919599999,1537455000
6407.84,6419.99,6419.99,6405.64,204.99805502999993,1537458600
6419.98,6400.41,6419.99,6398.5,389.01721576,1537462200
6400.42,6403.28,6406.19,6388,310.61377574000005,1537465800
6403.09,6420,6431.29,6402.36,377.4446413600001,1537469400
6419.99,6380.76,6434,6337,760.8436359400001,1537473000
6380.76,6420.05,6432.98,6362,383.62110265999996,1537476600
6420.04,6490.95,6519.99,6420.04,952.627568,1537480200
6490.95,6491.01,6530,6482.83,674.4175224,1537483800
6491.08,6493.99,6530,6491.08,646.1987409700001,1537487400
6493.99,6496.43,6504.64,6492.79,251.74543763999998,1537491000
6496.42,6554.08,6575,6492.5,666.2967292100001,1537494600
6554.07,6553.41,6560,6535.41,350.13825836,1537498200
6553.4,6535.05,6553.41,6525.93,199.97151830000004,1537501800
6535.05,6529.98,6540.07,6516.6,173.03043796,1537505400
6529.97,6549,6550.15,6529.97,142.18547090999996,1537509000
6548.99,6637.59,6660.05,6536.77,873.7924726899996,1537512600
6637.59,6695.02,6737.65,6635,923.7710619200003,1537516200
6695.02,6695.49,6710,6676.64,204.56894533000002,1537519800
6695.48,6691.78,6719.82,6688,335.81192893000014,1537523400
